caso,t_stat,p_valor,significativo_5%,significativo_1%
SEM-NUC,-0.17916112738450068,0.8588179221699642,False,False
SEM-DEP,-1.75576490592331,0.0927050378657406,False,False
SEM-CONG-NUV,1.0962853163447515,0.28024409957499175,False,False
SEM-CONG-CHUVA,0.07967357947841046,0.9369385578749521,False,False
SEM-RIMING,-0.3505971533192135,0.7284814007930598,False,False
SEM-HM,-0.8896555531504355,0.38345497070400414,False,False
SEM-GELO-NEVE,-0.3922109110190639,0.6972438816968085,False,False
SEM_RIMING_HM,-0.3505971533192135,0.7284814007930598,False,False
SEM_CONG_CHUVA_RIMING,1.648682317500738,0.10969168083688267,False,False
